Year,Cause Name,State,Deaths
2004,Diabetes,Massachusetts,1329
2013,Diabetes,Louisiana,1329
2005,Unintentional injuries,Arkansas,1329
2007,Unintentional injuries,New Mexico,1329
2009,Influenza and pneumonia,Missouri,1330
2003,Diabetes,Wisconsin,1331
2000,Diabetes,Washington,1331
2007,CLRD,West Virginia,1331
2001,Kidney disease,North Carolina,1332
2002,Unintentional injuries,Maryland,1332
2008,Diabetes,Louisiana,1332
2008,Alzheimer's disease,Iowa,1332
2011,Unintentional injuries,Kansas,1333
2001,CLRD,Mississippi,1333
2010,Alzheimer's disease,Colorado,1334
2003,Cancer,North Dakota,1334
2009,Diabetes,Missouri,1335
2002,Kidney disease,Georgia,1335
2000,Cancer,District of Columbia,1335
2012,Alzheimer's disease,Iowa,1336
2009,Alzheimer's disease,Louisiana,1336
2011,Unintentional injuries,New Mexico,1336
2015,Influenza and pneumonia,Missouri,1337
2001,Diabetes,Wisconsin,1337
2010,Unintentional injuries,Connecticut,1337
2011,Stroke,Kansas,1338
2016,Heart disease,North Dakota,1338
2001,Unintentional injuries,Maryland,1339
2015,Alzheimer's disease,Iowa,1339
2011,Unintentional injuries,Connecticut,1339
2003,Suicide,Pennsylvania,1340
2015,Unintentional injuries,Nevada,1340
2013,Heart disease,District of Columbia,1340
1999,Cancer,District of Columbia,1340
2002,Suicide,Pennsylvania,1341
2005,Suicide,Ohio,1341
1999,Diabetes,Alabama,1341
1999,Heart disease,Vermont,1342
2007,Influenza and pneumonia,New Jersey,1343
2007,Unintentional injuries,Connecticut,1343
2012,Stroke,Kansas,1343
2002,Alzheimer's disease,Wisconsin,1344
2008,Alzheimer's disease,Minnesota,1344
2001,Diabetes,Alabama,1344
2009,Alzheimer's disease,Kentucky,1345
2000,CLRD,West Virginia,1345
2000,Cancer,North Dakota,1346
2007,Cancer,Vermont,1346
2015,Diabetes,South Carolina,1347
2011,Cancer,Vermont,1347
2009,Influenza and pneumonia,Massachusetts,1348
2008,Diabetes,Missouri,1348
2013,Stroke,Connecticut,1348
2009,Diabetes,Kentucky,1348
2013,CLRD,Connecticut,1348
2013,Diabetes,Alabama,1349
2010,Stroke,Connecticut,1349
2003,Heart disease,Vermont,1349
2004,CLRD,Mississippi,1350
2005,CLRD,West Virginia,1350
2012,Unintentional injuries,New Mexico,1351
2014,Suicide,North Carolina,1352
2013,Kidney disease,Indiana,1352
2013,Influenza and pneumonia,Missouri,1352
2014,Diabetes,Wisconsin,1352
2010,Influenza and pneumonia,Tennessee,1352
2002,Diabetes,Wisconsin,1353
2007,CLRD,Connecticut,1353
2008,Alzheimer's disease,Colorado,1353
2014,Suicide,Michigan,1354
1999,Diabetes,Massachusetts,1354
2008,Cancer,North Dakota,1354
2000,Suicide,Pennsylvania,1356
2013,Influenza and pneumonia,New Jersey,1356
2012,Influenza and pneumonia,Massachusetts,1356
2016,Cancer,Vermont,1356
1999,Alzheimer's disease,New York,1357
2000,Unintentional injuries,Massachusetts,1357
2016,Diabetes,Maryland,1358
2009,Alzheimer's disease,Minnesota,1358
1999,CLRD,Arkansas,1358
2013,Unintentional injuries,Kansas,1359
2002,Influenza and pneumonia,Indiana,1360
2007,Kidney disease,Massachusetts,1361
2000,Diabetes,Massachusetts,1361
2008,Alzheimer's disease,Louisiana,1361
2001,Kidney disease,Georgia,1362
1999,Influenza and pneumonia,Indiana,1362
2015,Suicide,Illinois,1363
2008,Kidney disease,Indiana,1363
2016,Stroke,Kansas,1363
2014,Stroke,Kansas,1363
2016,Suicide,Michigan,1364
2014,Alzheimer's disease,Colorado,1364
2006,Alzheimer's disease,South Carolina,1364
2015,Stroke,Kansas,1364
2003,Influenza and pneumonia,Indiana,1365
2004,Unintentional injuries,Massachusetts,1366
2008,Unintentional injuries,New Mexico,1366
2016,Heart disease,Vermont,1366
1999,Cancer,North Dakota,1366
2011,Kidney disease,Indiana,1367
2002,CLRD,Kansas,1367
2002,Alzheimer's disease,Virginia,1368
2014,CLRD,Connecticut,1368
2001,CLRD,Arkansas,1368
2012,Heart disease,North Dakota,1368
2016,Diabetes,South Carolina,1369
2015,CLRD,Connecticut,1369
2011,Unintentional injuries,Iowa,1369
2012,Unintentional injuries,Iowa,1369
2014,Influenza and pneumonia,Massachusetts,1370
2008,Alzheimer's disease,Kentucky,1370
2010,Stroke,Kansas,1370
2012,CLRD,Nevada,1370
2002,Heart disease,Vermont,1370
2012,Unintentional injuries,West Virginia,1371
2006,Kidney disease,Indiana,1372
2016,Suicide,North Carolina,1373
2013,Unintentional injuries,Arkansas,1373
2016,Heart disease,District of Columbia,1375
2001,Alzheimer's disease,New Jersey,1376
2005,Unintentional injuries,Maryland,1376
2008,Kidney disease,Massachusetts,1377
2012,Diabetes,Missouri,1377
2014,Unintentional injuries,Kansas,1377
2006,CLRD,Mississippi,1378
2002,CLRD,Mississippi,1378
2014,Cancer,Vermont,1379
1999,Kidney disease,New Jersey,1380
2014,Unintentional injuries,West Virginia,1380
2010,Kidney disease,Massachusetts,1381
2004,Alzheimer's disease,Missouri,1381
2014,Heart disease,North Dakota,1381
2015,Diabetes,Wisconsin,1382
2013,Heart disease,North Dakota,1382
2004,Alzheimer's disease,Alabama,1385
2008,Diabetes,Alabama,1386
2008,Unintentional injuries,Connecticut,1386
1999,CLRD,Kansas,1386
2003,Kidney disease,North Carolina,1387
2012,CLRD,Connecticut,1387
2006,Cancer,North Dakota,1387
2005,Diabetes,Maryland,1388
2015,Stroke,Connecticut,1388
2016,Stroke,Iowa,1388
2010,Diabetes,Arizona,1389
2004,Influenza and pneumonia,Missouri,1389
2008,Heart disease,District of Columbia,1389
2012,Influenza and pneumonia,Georgia,1390
2009,Influenza and pneumonia,Tennessee,1390
2012,Alzheimer's disease,Alabama,1390
2007,Unintentional injuries,Arkansas,1391
2008,Heart disease,North Dakota,1391
2001,Cancer,North Dakota,1391
2014,Kidney disease,Indiana,1392
2012,Unintentional injuries,Connecticut,1392
2010,Cancer,Vermont,1392
2016,Diabetes,Oklahoma,1393
2003,CLRD,Mississippi,1394
2016,Unintentional injuries,Nevada,1395
2013,Unintentional injuries,West Virginia,1395
2010,Heart disease,North Dakota,1395
2007,Suicide,New York,1396
2006,Suicide,Pennsylvania,1396
2007,Alzheimer's disease,South Carolina,1396
2002,Unintentional injuries,Oregon,1397
2014,Suicide,Illinois,1398
2015,Diabetes,Massachusetts,1398
2013,Alzheimer's disease,Alabama,1398
2012,Alzheimer's disease,Louisiana,1399
2015,Cancer,Vermont,1399
2013,Kidney disease,New Jersey,1400
2006,Kidney disease,Virginia,1400
2003,Unintentional injuries,Oregon,1401
2015,Influenza and pneumonia,New Jersey,1402
2015,Alzheimer's disease,Mississippi,1402
2001,Diabetes,Washington,1403
2005,Alzheimer's disease,Louisiana,1405
2000,CLRD,Arkansas,1405
2015,Suicide,North Carolina,1406
2006,Kidney disease,Massachusetts,1406
2011,Alzheimer's disease,Iowa,1406
2011,Alzheimer's disease,Louisiana,1406
2004,Unintentional injuries,Arkansas,1406
2007,Influenza and pneumonia,Georgia,1407
2007,CLRD,Mississippi,1408
2008,Suicide,New York,1409
2016,Suicide,Georgia,1409
2013,Stroke,Iowa,1409
2004,Suicide,Pennsylvania,1410
2015,Suicide,Michigan,1410
2005,Kidney disease,Massachusetts,1410
2016,Kidney disease,Indiana,1411
2003,Alzheimer's disease,Wisconsin,1411
2014,Alzheimer's disease,Oregon,1411
2010,Alzheimer's disease,Iowa,1411
2000,CLRD,Kansas,1411
2008,Suicide,Ohio,1412
2004,Unintentional injuries,Maryland,1412
2008,Influenza and pneumonia,New Jersey,1413
2002,Unintentional injuries,Massachusetts,1413
2008,Influenza and pneumonia,Missouri,1414
2003,Diabetes,Alabama,1414
2007,Heart disease,North Dakota,1414
2016,Suicide,Illinois,1415
2009,Unintentional injuries,Maryland,1415
2016,Alzheimer's disease,Iowa,1415
2011,CLRD,Connecticut,1415
2006,Unintentional injuries,Arkansas,1415
2015,Influenza and pneumonia,Virginia,1416
2009,Stroke,Kansas,1416
2009,Suicide,New York,1417
1999,Kidney disease,Michigan,1417
2004,Diabetes,Maryland,1417
2011,Influenza and pneumonia,Massachusetts,1418
2015,Stroke,Iowa,1418
2011,Kidney disease,Virginia,1419
2004,Alzheimer's disease,Wisconsin,1419
2001,Alzheimer's disease,Georgia,1419
2011,Influenza and pneumonia,Virginia,1421
2003,Unintentional injuries,Massachusetts,1421
2001,Diabetes,Massachusetts,1422
1999,Diabetes,Maryland,1422
2012,Stroke,Iowa,1422
2013,Unintentional injuries,Iowa,1422
2016,Influenza and pneumonia,Georgia,1423
2014,Diabetes,Missouri,1423
2002,Diabetes,Massachusetts,1423
2003,Diabetes,Massachusetts,1424
2008,Influenza and pneumonia,Tennessee,1424
2010,Diabetes,Missouri,1425
1999,Influenza and pneumonia,Wisconsin,1425
2016,CLRD,Connecticut,1425
2013,Alzheimer's disease,Minnesota,1427
2004,CLRD,Arkansas,1428
2005,Diabetes,Alabama,1429
2001,Heart disease,Vermont,1429
2005,Suicide,Pennsylvania,1430
2015,Unintentional injuries,New Mexico,1430
2012,Kidney disease,New Jersey,1431
1999,Alzheimer's disease,Michigan,1431
2009,Heart disease,North Dakota,1431
2003,Unintentional injuries,Maryland,1432
2011,Stroke,Iowa,1432
2004,CLRD,Connecticut,1432
2011,Unintentional injuries,West Virginia,1432
2000,Kidney disease,Michigan,1433
2000,Alzheimer's disease,Massachusetts,1433
2002,Alzheimer's disease,Arizona,1433
2008,Stroke,Connecticut,1433
2014,Stroke,Iowa,1433
2007,Heart disease,District of Columbia,1434
2012,Influenza and pneumonia,Tennessee,1435
1999,CLRD,Connecticut,1435
1999,Diabetes,Tennessee,1436
2009,Stroke,Mississippi,1436
2002,Kidney disease,North Carolina,1437
2007,Diabetes,Louisiana,1437
2011,Diabetes,Missouri,1438
2007,Influenza and pneumonia,Tennessee,1438
2000,Heart disease,Vermont,1438
2010,Suicide,Ohio,1439
2007,Kidney disease,Virginia,1439
2016,Diabetes,Wisconsin,1440
2007,Suicide,Pennsylvania,1441
2002,CLRD,Arkansas,1441
2013,Influenza and pneumonia,Virginia,1442
2009,Kidney disease,Indiana,1442
2015,Diabetes,Oklahoma,1442
2003,CLRD,Kansas,1443
2007,Diabetes,Missouri,1444
2004,Unintentional injuries,Oregon,1444
2016,Unintentional injuries,Kansas,1444
2001,CLRD,Kansas,1444
2012,Alzheimer's disease,Minnesota,1445
2003,CLRD,Connecticut,1445
2010,Unintentional injuries,Maryland,1446
1999,Diabetes,Georgia,1448
2009,CLRD,Connecticut,1448
2004,Influenza and pneumonia,Virginia,1449
2004,Diabetes,Alabama,1449
2015,Kidney disease,Indiana,1450
2011,Alzheimer's disease,Minnesota,1451
2010,Alzheimer's disease,Minnesota,1451
2014,Kidney disease,Missouri,1452
2006,Diabetes,Alabama,1453
2002,CLRD,Connecticut,1453
2003,Diabetes,Maryland,1454
2010,Influenza and pneumonia,Georgia,1456
1999,Alzheimer's disease,North Carolina,1456
2006,Unintentional injuries,Maryland,1456
2011,Influenza and pneumonia,Georgia,1457
2015,Alzheimer's disease,Arkansas,1457
2004,Kidney disease,Georgia,1458
2000,Diabetes,Missouri,1458
2015,Diabetes,Kentucky,1458
2001,Diabetes,Maryland,1458
2006,CLRD,Connecticut,1458
2014,Unintentional injuries,Arkansas,1458
2011,Alzheimer's disease,Kentucky,1459
2009,Stroke,Connecticut,1460
2000,Diabetes,Georgia,1461
2004,Diabetes,Missouri,1461
2010,Unintentional injuries,Arkansas,1461
2013,Alzheimer's disease,Kentucky,1462
2006,Influenza and pneumonia,Georgia,1463
2007,Stroke,Connecticut,1463
2005,Influenza and pneumonia,Virginia,1464
2010,Alzheimer's disease,Kentucky,1464
2011,Suicide,Ohio,1465
2008,Unintentional injuries,Maryland,1465
2003,Alzheimer's disease,Virginia,1466
2003,Alzheimer's disease,Tennessee,1466
2015,Influenza and pneumonia,Georgia,1467
2015,Diabetes,Missouri,1468
2005,Unintentional injuries,Oregon,1469
2015,Kidney disease,Virginia,1470
2004,Kidney disease,North Carolina,1470
2004,Heart disease,North Dakota,1470
2003,Kidney disease,Georgia,1471
2005,CLRD,Connecticut,1471
2009,Unintentional injuries,Arkansas,1473
2005,CLRD,Mississippi,1473
2001,Diabetes,Georgia,1475
2002,Alzheimer's disease,Indiana,1475
2016,Alzheimer's disease,Arkansas,1475
2015,Unintentional injuries,Kansas,1475
2007,CLRD,Kansas,1476
2013,Diabetes,Missouri,1477
2008,Unintentional injuries,Arkansas,1477
2009,Alzheimer's disease,South Carolina,1478
2016,Diabetes,Kentucky,1479
2011,Influenza and pneumonia,Tennessee,1480
2004,Alzheimer's disease,Virginia,1480
2002,Influenza and pneumonia,Virginia,1480
2007,Unintentional injuries,Maryland,1480
2001,Influenza and pneumonia,Virginia,1481
2013,CLRD,Nevada,1482
2010,CLRD,West Virginia,1482
2016,Kidney disease,Missouri,1483
2015,Kidney disease,Missouri,1483
2016,Alzheimer's disease,Mississippi,1485
1999,Diabetes,Virginia,1486
2011,Alzheimer's disease,Alabama,1486
2002,Diabetes,Alabama,1486
2001,CLRD,Connecticut,1486
2016,Unintentional injuries,New Mexico,1487
2006,Stroke,Kansas,1489
2011,Kidney disease,New Jersey,1490
2009,CLRD,West Virginia,1490
2014,Suicide,Ohio,1491
2008,Alzheimer's disease,South Carolina,1492
2006,Diabetes,Missouri,1493
2013,Influenza and pneumonia,Georgia,1494
2002,Diabetes,Washington,1494
2001,Kidney disease,New Jersey,1495
2000,Kidney disease,New Jersey,1495
2008,Diabetes,Georgia,1496
2006,Alzheimer's disease,Alabama,1497
2014,Influenza and pneumonia,Virginia,1498
2008,Influenza and pneumonia,Georgia,1498
2015,Alzheimer's disease,Oklahoma,1498
2007,Stroke,Kansas,1498
2006,CLRD,Arkansas,1498
2010,Diabetes,Washington,1499
2009,Influenza and pneumonia,Georgia,1500
2013,Stroke,Mississippi,1500
2003,CLRD,Arkansas,1500
2005,Alzheimer's disease,Alabama,1501
2006,CLRD,Kansas,1501
2014,Kidney disease,New Jersey,1502
2012,Stroke,Mississippi,1502
2009,Cancer,South Dakota,1503
2013,Alzheimer's disease,Louisiana,1505
2008,CLRD,Connecticut,1505
2001,Unintentional injuries,Massachusetts,1506
2012,Alzheimer's disease,Kentucky,1506
2004,Kidney disease,Michigan,1507
2007,Diabetes,Virginia,1507
2016,Diabetes,Missouri,1508
2007,Diabetes,Washington,1508
2004,Diabetes,Washington,1508
2003,Diabetes,Washington,1509
2014,Influenza and pneumonia,Georgia,1510
2000,Influenza and pneumonia,Virginia,1510
2011,Unintentional injuries,Arkansas,1510
2015,Influenza and pneumonia,Massachusetts,1512
2005,Alzheimer's disease,Wisconsin,1512
2000,CLRD,Iowa,1512
2005,Heart disease,North Dakota,1512
2001,Influenza and pneumonia,Georgia,1515
2003,Alzheimer's disease,Indiana,1515
2000,Diabetes,Maryland,1515
2010,Kidney disease,Indiana,1516
2015,Unintentional injuries,West Virginia,1516
2007,Alzheimer's disease,Alabama,1517
2014,Unintentional injuries,Iowa,1517
2008,Alzheimer's disease,Alabama,1518
2005,Heart disease,District of Columbia,1518
2002,Diabetes,Maryland,1519
1999,Unintentional injuries,Colorado,1519
2005,Kidney disease,Georgia,1520
2010,Stroke,Mississippi,1520
2008,CLRD,Mississippi,1520
2009,Kidney disease,Virginia,1521
2009,Alzheimer's disease,Alabama,1521
2012,Unintentional injuries,Arkansas,1521
2002,Alzheimer's disease,New Jersey,1522
2014,CLRD,Nevada,1522
2012,Kidney disease,Virginia,1523
2010,Alzheimer's disease,Alabama,1523
2014,Alzheimer's disease,Kentucky,1523
2012,CLRD,West Virginia,1524
2002,Alzheimer's disease,Georgia,1525
2013,Suicide,Ohio,1526
2011,Stroke,Mississippi,1526
2005,Influenza and pneumonia,Missouri,1527
2006,Heart disease,North Dakota,1527
2005,Stroke,Connecticut,1528
2010,Influenza and pneumonia,Michigan,1529
2010,Diabetes,Virginia,1530
2009,Stroke,Colorado,1532
2006,Stroke,Colorado,1532
2001,Kidney disease,Michigan,1533
2016,Influenza and pneumonia,Tennessee,1533
2001,Alzheimer's disease,Massachusetts,1533
2000,CLRD,Connecticut,1533
2008,Diabetes,Virginia,1534
2014,Unintentional injuries,New Mexico,1534
2016,Kidney disease,New Jersey,1535
2001,Diabetes,Missouri,1535
2006,Influenza and pneumonia,Tennessee,1535
2006,Diabetes,Louisiana,1536
2008,Kidney disease,Virginia,1537
2010,Stroke,Iowa,1537
2015,Unintentional injuries,Iowa,1537
2007,Influenza and pneumonia,Massachusetts,1538
2015,Unintentional injuries,Arkansas,1538
2000,Alzheimer's disease,New York,1539
2008,Suicide,Pennsylvania,1539
2012,Suicide,Ohio,1542
2016,Kidney disease,Virginia,1543
2006,Diabetes,Washington,1543
2004,Heart disease,District of Columbia,1544
2010,Suicide,New York,1547
2013,Kidney disease,Virginia,1547
2004,Influenza and pneumonia,Georgia,1547
2006,Stroke,Connecticut,1547
2004,CLRD,Iowa,1547
2005,Diabetes,Missouri,1549
2005,Alzheimer's disease,Virginia,1550
2013,Influenza and pneumonia,Massachusetts,1551
2004,Alzheimer's disease,Indiana,1552
2001,CLRD,Iowa,1552
2014,Kidney disease,Virginia,1553
2009,Diabetes,Washington,1554
2005,Diabetes,Washington,1554
1999,Diabetes,Missouri,1554
2004,Cancer,South Dakota,1555
2009,CLRD,Mississippi,1556
2002,Diabetes,Virginia,1558
2003,Influenza and pneumonia,Virginia,1559
2005,CLRD,Arkansas,1559
2009,Diabetes,Virginia,1560
2006,Alzheimer's disease,Massachusetts,1560
2011,Alzheimer's disease,South Carolina,1560
2005,Kidney disease,North Carolina,1561
2002,Cancer,South Dakota,1562
2013,Influenza and pneumonia,Tennessee,1564
2007,Diabetes,Indiana,1564
2000,Diabetes,Virginia,1564
2012,Influenza and pneumonia,Michigan,1565
2008,Stroke,Colorado,1565
2010,Unintentional injuries,Oregon,1566
2000,Unintentional injuries,Oklahoma,1566
2006,Heart disease,District of Columbia,1566
2005,CLRD,Kansas,1567
2011,Unintentional injuries,Maryland,1569
2002,Alzheimer's disease,Massachusetts,1570
2010,Alzheimer's disease,South Carolina,1570
2008,Cancer,South Dakota,1570
2006,Cancer,South Dakota,1570
2011,Kidney disease,Georgia,1571
2004,Influenza and pneumonia,Tennessee,1571
2005,Stroke,Kansas,1571
2001,Unintentional injuries,Mississippi,1571
2011,CLRD,West Virginia,1571
2006,Alzheimer's disease,Virginia,1574
2008,Stroke,Kansas,1574
2010,Suicide,Pennsylvania,1576
2002,Diabetes,Georgia,1576
2012,Stroke,Colorado,1576
1999,Alzheimer's disease,Washington,1577
2013,Cancer,South Dakota,1577
2014,CLRD,West Virginia,1578
2010,Kidney disease,New Jersey,1580
2002,CLRD,Iowa,1580
2002,Unintentional injuries,Oklahoma,1580
2010,CLRD,Kansas,1580
2009,CLRD,Kansas,1580
2015,Kidney disease,New Jersey,1582
2009,Diabetes,Georgia,1582
2013,Unintentional injuries,Connecticut,1582
2014,Stroke,Arkansas,1583
2014,Stroke,Mississippi,1584
2006,Stroke,Mississippi,1585
2012,Kidney disease,Michigan,1586
2004,Influenza and pneumonia,New Jersey,1586
2006,Unintentional injuries,Oregon,1586
2010,Diabetes,Indiana,1587
2003,Diabetes,Virginia,1587
2005,Influenza and pneumonia,Tennessee,1588
1999,Influenza and pneumonia,Tennessee,1588
2013,Stroke,Colorado,1588
2007,Stroke,Mississippi,1589
2008,Diabetes,Washington,1590
2016,Alzheimer's disease,Oklahoma,1590
2013,CLRD,West Virginia,1590
2008,CLRD,West Virginia,1590
2001,Cancer,South Dakota,1590
1999,Diabetes,Indiana,1591
2000,Diabetes,Tennessee,1591
2008,Stroke,Mississippi,1592
1999,Influenza and pneumonia,Virginia,1594
2010,Kidney disease,Virginia,1595
2005,Influenza and pneumonia,Georgia,1596
2006,Alzheimer's disease,Wisconsin,1596
2005,Kidney disease,New Jersey,1597
2000,Cancer,South Dakota,1597
2008,Influenza and pneumonia,Massachusetts,1598
2009,Unintentional injuries,Oregon,1598
2005,Stroke,Colorado,1599
2016,CLRD,West Virginia,1599
2007,Stroke,Colorado,1600
2014,Influenza and pneumonia,Tennessee,1602
2004,Diabetes,Virginia,1602
2012,Diabetes,Virginia,1603
2007,Diabetes,Georgia,1604
2003,Influenza and pneumonia,Missouri,1604
2001,Influenza and pneumonia,Missouri,1604
2016,Unintentional injuries,Arkansas,1604
2011,Stroke,Colorado,1606
2010,Stroke,Colorado,1607
2016,Unintentional injuries,Iowa,1608
2003,Alzheimer's disease,Massachusetts,1609
1999,Unintentional injuries,Oklahoma,1609
2000,Cancer,Delaware,1609
2007,Kidney disease,Michigan,1610
1999,CLRD,Louisiana,1610
2009,Alzheimer's disease,Wisconsin,1611
2004,Stroke,Kansas,1611
2012,Kidney disease,Georgia,1612
2015,Alzheimer's disease,Colorado,1612
2007,Cancer,South Dakota,1612
2005,Cancer,South Dakota,1612
2009,Influenza and pneumonia,Michigan,1613
2001,Diabetes,Virginia,1613
2004,Alzheimer's disease,Tennessee,1615
2004,CLRD,Louisiana,1615
2013,Diabetes,Washington,1616
2010,Heart disease,South Dakota,1616
2001,Influenza and pneumonia,Tennessee,1617
2015,CLRD,Nevada,1617
2002,Kidney disease,Michigan,1618
2011,Influenza and pneumonia,North Carolina,1619
2002,Influenza and pneumonia,Missouri,1619
2002,Cancer,Delaware,1621
2005,Stroke,Mississippi,1622
2004,Diabetes,Georgia,1623
2013,Alzheimer's disease,South Carolina,1623
2002,Heart disease,North Dakota,1623
2004,Kidney disease,New Jersey,1624
2002,Diabetes,Missouri,1625
2011,Heart disease,South Dakota,1625
2013,Diabetes,Virginia,1626
2008,CLRD,Kansas,1626
2012,Unintentional injuries,Mississippi,1627
2014,Alzheimer's disease,Minnesota,1628
2015,CLRD,West Virginia,1628
2000,Influenza and pneumonia,Missouri,1629
2003,Alzheimer's disease,Georgia,1630
2013,Heart disease,South Dakota,1630
2012,Cancer,South Dakota,1630
2003,Heart disease,District of Columbia,1630
2009,Suicide,Pennsylvania,1631
2006,Diabetes,Virginia,1632
2006,Alzheimer's disease,Missouri,1632
1999,Cancer,South Dakota,1632
2003,Heart disease,North Dakota,1632
2011,Diabetes,Washington,1633
2007,Heart disease,South Dakota,1633
2012,Alzheimer's disease,South Carolina,1634
2005,Alzheimer's disease,Missouri,1635
2004,Stroke,Connecticut,1635
2009,Stroke,Iowa,1635
2003,Alzheimer's disease,New Jersey,1636
2003,Cancer,South Dakota,1636
2007,Influenza and pneumonia,Michigan,1637
2005,Influenza and pneumonia,New Jersey,1637
2013,Stroke,Arkansas,1637
2005,Alzheimer's disease,Massachusetts,1638
2004,Stroke,Colorado,1638
2015,Cancer,South Dakota,1640
2014,Unintentional injuries,Connecticut,1641
2011,Kidney disease,Michigan,1642
2013,Alzheimer's disease,Virginia,1642
2005,Diabetes,Virginia,1642
2002,Unintentional injuries,Mississippi,1642
1999,Unintentional injuries,Mississippi,1642
2011,Diabetes,Virginia,1643
2016,Stroke,Arkansas,1643
1999,CLRD,Iowa,1643
2006,Kidney disease,New Jersey,1645
2007,Influenza and pneumonia,North Carolina,1645
2000,Alzheimer's disease,Michigan,1646
2012,Alzheimer's disease,Wisconsin,1646
2009,Diabetes,Indiana,1646
2007,Unintentional injuries,Oregon,1646
2012,Suicide,Pennsylvania,1647
2011,CLRD,Kansas,1647
2006,Alzheimer's disease,New Jersey,1649
2015,Suicide,Ohio,1650
2009,Kidney disease,Michigan,1650
2012,Diabetes,Washington,1650
2005,Alzheimer's disease,Indiana,1651
2004,Stroke,Mississippi,1651
2015,Suicide,New York,1652
2013,Kidney disease,Georgia,1652
2015,Alzheimer's disease,Oregon,1652
1999,Heart disease,District of Columbia,1652
2015,Stroke,Arkansas,1653
2000,Unintentional injuries,Mississippi,1653
2016,CLRD,Kansas,1654
2008,Alzheimer's disease,Wisconsin,1655
2006,CLRD,Iowa,1655
2010,Cancer,South Dakota,1655
2012,Kidney disease,North Carolina,1656
2007,CLRD,Arkansas,1656
2003,Unintentional injuries,Mississippi,1656
2006,Diabetes,Georgia,1657
2011,Suicide,New York,1658
2007,Alzheimer's disease,Wisconsin,1658
2009,Unintentional injuries,Mississippi,1658
2013,Kidney disease,Michigan,1660
2007,CLRD,Iowa,1660
2006,Kidney disease,North Carolina,1661
2010,CLRD,Mississippi,1661
2002,Kidney disease,New Jersey,1662
2008,Kidney disease,Michigan,1663
2007,Alzheimer's disease,Indiana,1663
2012,Stroke,Arkansas,1664
2003,Kidney disease,Michigan,1665
2011,Cancer,South Dakota,1665
2003,Diabetes,Missouri,1666
2002,Heart disease,District of Columbia,1666
2014,Diabetes,Washington,1668
2008,Kidney disease,Georgia,1668
2006,Kidney disease,Georgia,1668
2012,Heart disease,South Dakota,1668
1999,Kidney disease,Texas,1669
2014,Alzheimer's disease,Louisiana,1670
2013,Alzheimer's disease,Wisconsin,1671
2016,Influenza and pneumonia,Michigan,1672
2000,Influenza and pneumonia,Tennessee,1672
2006,Kidney disease,Michigan,1673
2016,Diabetes,Washington,1673
2004,Alzheimer's disease,Massachusetts,1673
2004,Diabetes,Indiana,1673
2000,Diabetes,Indiana,1673
2014,CLRD,Kansas,1673
2013,CLRD,Kansas,1673
2014,Unintentional injuries,Maryland,1674
2008,Unintentional injuries,Oregon,1674
2003,CLRD,Iowa,1674
2004,Alzheimer's disease,Arizona,1675
2001,Diabetes,Indiana,1677
2000,CLRD,Oregon,1677
2016,Suicide,New York,1679
2006,Influenza and pneumonia,Michigan,1679
2000,Heart disease,North Dakota,1679
2005,Kidney disease,Michigan,1681
2007,Alzheimer's disease,Missouri,1681
2008,Heart disease,South Dakota,1681
2006,Diabetes,Indiana,1682
2014,Diabetes,Virginia,1683
2008,Diabetes,Indiana,1683
2000,CLRD,Louisiana,1684
2007,CLRD,Louisiana,1685
2010,Unintentional injuries,Mississippi,1685
2004,Influenza and pneumonia,North Carolina,1686
2007,Stroke,Iowa,1686
2013,Suicide,New York,1687
2010,Diabetes,Tennessee,1687
2003,Influenza and pneumonia,Georgia,1687
2006,CLRD,Louisiana,1687
1999,Diabetes,Louisiana,1687
2012,CLRD,Kansas,1687
2014,Alzheimer's disease,Massachusetts,1688
2002,Diabetes,Indiana,1688
2007,Kidney disease,Georgia,1689
2007,Kidney disease,New Jersey,1690
2011,Stroke,Arkansas,1692
2013,Unintentional injuries,Mississippi,1692
2008,Unintentional injuries,Mississippi,1693
2015,Alzheimer's disease,Kentucky,1694
2000,Diabetes,Louisiana,1694
2009,Stroke,Arkansas,1694
2011,CLRD,Mississippi,1694
2016,Cancer,South Dakota,1694
2007,Alzheimer's disease,Massachusetts,1695
2005,Diabetes,Louisiana,1695
2003,Kidney disease,New Jersey,1696
2006,Alzheimer's disease,Indiana,1696
2012,Unintentional injuries,Maryland,1696
2002,CLRD,Louisiana,1696
2010,CLRD,Iowa,1698
2014,Cancer,South Dakota,1698
2013,Alzheimer's disease,Massachusetts,1699
2014,Suicide,New York,1700
2010,Influenza and pneumonia,North Carolina,1700
2009,Alzheimer's disease,Massachusetts,1700
2007,Diabetes,Tennessee,1700
2001,Unintentional injuries,Oklahoma,1700
2001,Heart disease,North Dakota,1700
2000,Unintentional injuries,Colorado,1702
2007,Alzheimer's disease,Virginia,1703
1999,Influenza and pneumonia,Georgia,1703
2003,Alzheimer's disease,Arizona,1703
2005,CLRD,Iowa,1703
2004,Unintentional injuries,Mississippi,1703
2015,CLRD,Kansas,1704
2014,Heart disease,South Dakota,1704
2001,Alzheimer's disease,New York,1705
2011,Kidney disease,North Carolina,1705
2006,Influenza and pneumonia,North Carolina,1705
2016,Stroke,Mississippi,1705
2016,Unintentional injuries,West Virginia,1705
2016,Suicide,Ohio,1707
